# Video: P08-20240620-180825
# Narrations: 743
# Format: narration_id | timestamp | narration
#===========================================================

P08-20240620-180825-680 | 1557.79s | with right hand grab coriander from inside refrigerator drawer
P08-20240620-180825-681 | 1559.32s | with both hands open bag of coriander
P08-20240620-180825-682 | 1561.27s | With right hand, pick up serving bowl and move to the left of the kitchen counter.
P08-20240620-180825-683 | 1564.76s | with right hand grab scissors from drying rack
P08-20240620-180825-684 | 1565.38s | Realize that scissors are still apart, so with both hands, put them back together.
P08-20240620-180825-685 | 1569.42s | Put pieces of scissors down on tea towel to dry.
P08-20240620-180825-686 | 1571.92s | With left hand, close refrigerator door.
P08-20240620-180825-687 | 1572.82s | with both hands try and put pieces of scissors back together
P08-20240620-180825-688 | 1577.23s | Put scissors down with left hand and with left hand pick up bag of coriander.
P08-20240620-180825-689 | 1578.27s | With right hand reach inside bag and grab a couple of pieces of coriander.
P08-20240620-180825-690 | 1581.13s | scrunch up the pieces of coriander in both hands
P08-20240620-180825-691 | 1584.34s | With right hands, pick up scissors and cut into scrunched up piece of coriander in left hand.
P08-20240620-180825-692 | 1585.33s | sprinkle coriander over food in bowl
P08-20240620-180825-693 | 1590.51s | with left hand, pick up bag of coriander.
P08-20240620-180825-694 | 1591.58s | With right hand, put scissors back down on kitchen counter.
P08-20240620-180825-695 | 1592.89s | with left hand open refrigerator door
P08-20240620-180825-696 | 1593.85s | With right hand open refrigerator drawer and put coriander away.
P08-20240620-180825-697 | 1594.77s | Close refrigerator drawer with left hand.
P08-20240620-180825-698 | 1598.03s | With right hands, pick up scrap pieces of coriander off the kitchen counter and add to serving bowl.
P08-20240620-180825-699 | 1602.97s | with right hands, pick up oven mitt and put on.
P08-20240620-180825-700 | 1604.23s | with left hand open oven door
P08-20240620-180825-701 | 1605.46s | With right hand use oven mitt to pull out baking tray with chicken
P08-20240620-180825-702 | 1607.10s | with right hands put baking tray with chicken down on kitchen stove
P08-20240620-180825-703 | 1608.86s | close oven door
P08-20240620-180825-704 | 1610.17s | With right hand, pick up tongs from kitchen counter.
P08-20240620-180825-705 | 1611.83s | With right hand use tongs to move chicken from baking tray to serving bowl.
P08-20240620-180825-706 | 1613.35s | pick up serving bowl and bring closer to baking tray
P08-20240620-180825-707 | 1614.72s | Place chicken in serving bowl with tongs.
P08-20240620-180825-708 | 1616.14s | With right hand use tongs to pick up second piece of chicken and add to serving bowl.
P08-20240620-180825-709 | 1620.00s | With left hand put serving bowl back down on kitchen counter
P08-20240620-180825-710 | 1622.31s | With right hand, grab knife and fork from side of kitchen counter.
P08-20240620-180825-711 | 1624.19s | With right hands, put fork in serving bowl.
P08-20240620-180825-712 | 1626.04s | With left hand, put tongs to the side of the kitchen sink.
P08-20240620-180825-713 | 1628.23s | with right hand, turn oven knob to turn oven off.
P08-20240620-180825-714 | 1631.00s | with right hand turn on kitchen tap
P08-20240620-180825-715 | 1631.96s | With left hands, put knife under running water.
P08-20240620-180825-716 | 1632.24s | With right hand, pick up sponge and clean knife surface with sponge.
P08-20240620-180825-717 | 1634.04s | With left hand put knife under running water to clean.
P08-20240620-180825-718 | 1635.81s | with right hands put knife in drying rack to dry
P08-20240620-180825-719 | 1636.64s | With left hand, pick up tongs to clean.
P08-20240620-180825-720 | 1637.05s | With right hand, use sponge to wipe down tongs.
P08-20240620-180825-721 | 1638.34s | With left hand, put tongs under running water to clean.
P08-20240620-180825-722 | 1644.14s | With right hand, turn off kitchen sink
P08-20240620-180825-723 | 1644.74s | Put tongs in drying rack to dry with right hand and with left hand pick up scissors to clean.
P08-20240620-180825-724 | 1646.58s | With right hand, turn on kitchen tap and with left hand put scissors under running water.
P08-20240620-180825-725 | 1647.24s | with right hand pick up sponge and wipe down scissors
P08-20240620-180825-726 | 1648.40s | with left hand put scissors under running water to clean off soap
P08-20240620-180825-727 | 1648.89s | with right hand turn off kitchen tap
P08-20240620-180825-728 | 1650.49s | With right hand put scissors and drying rack to dry.
P08-20240620-180825-729 | 1651.84s | With left hand, pick up tea towel to dry both hands.
P08-20240620-180825-730 | 1652.15s | With both hands, fold tea towel and hang over oven door.
P08-20240620-180825-731 | 1659.65s | With right hand, pick up seasoning and put away.
P08-20240620-180825-732 | 1662.42s | with left hand move spatula holder slightly to the left
P08-20240620-180825-733 | 1663.43s | With right hand, pick up oven mitt to put away.
P08-20240620-180825-734 | 1664.62s | With right hand in oven mitts pick up baking tray and move to the back of the kitchen stove
P08-20240620-180825-735 | 1665.60s | Move both baking trays slightly to the center using oven mitts.
P08-20240620-180825-736 | 1668.66s | With both hands carefully remove tinfoil from baking tray to throw out.
P08-20240620-180825-737 | 1670.93s | with both hands fold the foil together carefully
P08-20240620-180825-738 | 1675.37s | With left hand, open trash can and with right hand, throw foil away.
P08-20240620-180825-739 | 1677.66s | with right hand pick up oven mitt to put away
P08-20240620-180825-740 | 1680.57s | with right hand open kitchen drawer.
P08-20240620-180825-741 | 1682.04s | Grab knife from kitchen drawer and add to serving bowl.
P08-20240620-180825-742 | 1685.39s | with right hand pick up phone and with left hand pick up oven mitt.
P08-20240620-180825-743 | 1686.24s | Put oven mitt down on kitchen counter.
